"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"ASHOKLEY","EQ","24-Apr-2018","        159.45","        159.90","        161.75","        158.20","        158.75","        159.05","        159.99","   18448201","          2951611219.35","      70493","    6631824","         35.95"
"ASHOKLEY","EQ","25-Apr-2018","        159.05","        158.90","        164.60","        158.40","        164.30","        164.20","        162.14","   27241565","          4416915336.40","      89171","   11415080","         41.90"
"ASHOKLEY","EQ","26-Apr-2018","        164.20","        164.20","        166.35","        161.25","        162.40","        162.65","        163.43","   21816930","          3565609388.50","      71674","    8197504","         37.57"
"ASHOKLEY","EQ","27-Apr-2018","        162.65","        163.90","        164.45","        161.10","        162.10","        162.00","        162.62","    9827879","          1598169614.35","      57036","    2818654","         28.68"
"ASHOKLEY","EQ","30-Apr-2018","        162.00","        163.55","        165.55","        162.20","        164.35","        164.45","        164.08","    9223162","          1513324469.70","      38042","    2352120","         25.50"
"ASHOKLEY","EQ","02-May-2018","        164.45","        164.75","        166.20","        160.50","        161.65","        161.45","        162.46","   13689459","          2223943257.70","      64280","    3549604","         25.93"
"ASHOKLEY","EQ","03-May-2018","        161.45","        162.40","        164.55","        160.80","        163.80","        163.75","        163.12","   14882240","          2427538796.60","      72645","    5706187","         38.34"
"ASHOKLEY","EQ","04-May-2018","        163.75","        163.95","        165.50","        163.15","        164.05","        163.95","        164.25","    9143747","          1501895674.80","      41197","    4058422","         44.38"
"ASHOKLEY","EQ","07-May-2018","        163.95","        164.75","        165.80","        163.55","        165.70","        165.35","        164.83","    6116182","          1008146283.20","      35673","    2305377","         37.69"
"ASHOKLEY","EQ","08-May-2018","        165.35","        166.35","        167.50","        164.75","        165.35","        165.55","        166.27","    9015082","          1498908573.75","      53910","    2900386","         32.17"
"ASHOKLEY","EQ","09-May-2018","        165.55","        165.55","        165.65","        161.55","        162.50","        162.10","        163.17","   10939607","          1784994812.55","      56673","    5117240","         46.78"
"ASHOKLEY","EQ","10-May-2018","        162.10","        162.95","        163.90","        160.25","        160.80","        160.65","        161.59","    9391475","          1517569653.05","      39824","    4014318","         42.74"
"ASHOKLEY","EQ","11-May-2018","        160.65","        161.50","        162.25","        160.30","        162.00","        161.85","        161.41","    6824338","          1101490428.30","      32628","    2697150","         39.52"
"ASHOKLEY","EQ","14-May-2018","        161.85","        162.45","        162.45","        153.50","        154.75","        155.15","        156.44","   18841306","          2947604548.95","      97832","    9721948","         51.60"
"ASHOKLEY","EQ","15-May-2018","        155.15","        154.75","        157.55","        148.55","        151.40","        151.00","        153.06","   19547700","          2991992230.55","     100534","    8176656","         41.83"
"ASHOKLEY","EQ","16-May-2018","        151.00","        151.45","        153.95","        149.65","        152.85","        152.70","        152.23","   11146366","          1696805204.45","      68410","    3079548","         27.63"
"ASHOKLEY","EQ","17-May-2018","        152.70","        153.25","        155.00","        152.05","        154.70","        154.30","        153.53","    9656184","          1482473162.65","      54031","    3263546","         33.80"
"ASHOKLEY","EQ","18-May-2018","        154.30","        155.10","        155.35","        146.75","        148.30","        148.40","        150.83","   18021955","          2718316147.00","      86147","    4955962","         27.50"
"ASHOKLEY","EQ","21-May-2018","        148.40","        147.95","        147.95","        133.35","        133.75","        134.30","        137.94","   53028114","          7314913901.70","     219011","   12302238","         23.20"
"ASHOKLEY","EQ","22-May-2018","        134.30","        132.75","        146.00","        132.15","        141.55","        140.90","        140.98","   65283103","          9203589279.20","     253059","   15422899","         23.62"
"ASHOKLEY","EQ","23-May-2018","        140.90","        141.60","        146.00","        141.05","        145.85","        145.35","        144.00","   28848076","          4154049842.70","     120132","   11974259","         41.51"
"ASHOKLEY","EQ","24-May-2018","        145.35","        146.80","        148.75","        143.05","        144.90","        144.50","        145.94","   21080165","          3076521740.25","      99621","    4808126","         22.81"
"ASHOKLEY","EQ","25-May-2018","        144.50","        145.80","        146.00","        143.20","        145.75","        145.10","        145.04","   11504412","          1668609135.15","      66201","    2963463","         25.76"
"ASHOKLEY","EQ","28-May-2018","        145.10","        146.20","        147.50","        145.15","        147.50","        146.60","        146.19","   10561439","          1543978978.70","      55161","    4027934","         38.14"
"ASHOKLEY","EQ","29-May-2018","        146.60","        147.50","        150.50","        146.10","        149.25","        149.55","        148.90","   13459379","          2004077682.75","      60706","    2726942","         20.26"
"ASHOKLEY","EQ","30-May-2018","        149.55","        148.10","        150.30","        147.10","        149.85","        149.40","        148.87","   13237333","          1970600978.35","      70526","    4980886","         37.63"
"ASHOKLEY","EQ","31-May-2018","        149.40","        150.75","        151.25","        147.50","        148.50","        148.05","        148.87","   15790863","          2350734517.05","      75192","    6523503","         41.31"
"ASHOKLEY","EQ","01-Jun-2018","        148.05","        148.80","        152.00","        148.75","        150.65","        150.85","        150.37","   16393908","          2465218690.50","      84546","    4034040","         24.61"
"ASHOKLEY","EQ","04-Jun-2018","        150.85","        151.40","        151.80","        146.55","        147.00","        146.90","        148.57","    9461068","          1405620128.35","      52290","    1977273","         20.90"
"ASHOKLEY","EQ","05-Jun-2018","        146.90","        145.55","        147.50","        141.70","        146.60","        146.20","        144.52","   14155550","          2045791409.10","      74660","    3129488","         22.11"
"ASHOKLEY","EQ","06-Jun-2018","        146.20","        147.75","        149.90","        144.50","        149.25","        149.05","        147.73","   13774065","          2034837011.65","      73397","    3926629","         28.51"
"ASHOKLEY","EQ","07-Jun-2018","        149.05","        149.75","        150.45","        147.20","        147.80","        147.80","        148.50","    9139684","          1357225263.75","      51185","    2380094","         26.04"
"ASHOKLEY","EQ","08-Jun-2018","        147.80","        146.55","        147.45","        144.50","        144.95","        145.00","        145.81","    9888275","          1441777183.25","      75715","    3377441","         34.16"
"ASHOKLEY","EQ","11-Jun-2018","        145.00","        145.00","        145.10","        140.50","        142.00","        142.20","        142.68","   12524659","          1787004866.15","      62531","    4784263","         38.20"
"ASHOKLEY","EQ","12-Jun-2018","        142.20","        142.10","        144.90","        141.20","        144.60","        144.15","        142.71","   12575156","          1794601070.10","      87034","    3426338","         27.25"
"ASHOKLEY","EQ","13-Jun-2018","        144.15","        144.40","        146.15","        141.85","        142.70","        142.65","        143.95","   12471403","          1795297151.00","      70679","    4808416","         38.56"
"ASHOKLEY","EQ","14-Jun-2018","        142.65","        142.65","        146.15","        141.50","        145.05","        144.95","        143.79","   14625441","          2103041040.50","      64666","    4907309","         33.55"
"ASHOKLEY","EQ","15-Jun-2018","        144.95","        145.20","        145.20","        141.75","        142.20","        142.25","        143.04","    9644132","          1379527908.55","      57772","    2973357","         30.83"
"ASHOKLEY","EQ","18-Jun-2018","        142.25","        142.25","        143.50","        138.45","        138.60","        138.90","        140.42","   13515380","          1897806182.85","      95760","    4995322","         36.96"
"ASHOKLEY","EQ","19-Jun-2018","        138.90","        139.00","        139.50","        135.55","        136.55","        136.50","        137.12","   15102362","          2070782752.90","      96164","    5057477","         33.49"
"ASHOKLEY","EQ","20-Jun-2018","        136.50","        136.95","        138.30","        136.00","        137.00","        137.00","        137.08","   13655265","          1871809883.90","      66017","    6214420","         45.51"
"ASHOKLEY","EQ","21-Jun-2018","        137.00","        137.05","        138.55","        134.65","        135.40","        135.10","        135.91","   11600357","          1576574208.55","      71142","    4298360","         37.05"
"ASHOKLEY","EQ","22-Jun-2018","        135.10","        136.15","        136.90","        133.50","        136.25","        136.40","        135.39","   10862164","          1470576227.45","      84167","    3080277","         28.36"
"ASHOKLEY","EQ","25-Jun-2018","        136.40","        136.15","        136.15","        131.35","        131.90","        132.00","        133.61","   12422965","          1659819820.30","      75802","    4959679","         39.92"
"ASHOKLEY","EQ","26-Jun-2018","        132.00","        132.50","        134.15","        131.30","        132.50","        132.60","        132.97","   13579137","          1805584822.65","      83100","    4254291","         31.33"
"ASHOKLEY","EQ","27-Jun-2018","        132.60","        132.50","        132.85","        127.25","        128.85","        129.35","        129.28","   14750455","          1907003770.05","      72299","    4597003","         31.17"
"ASHOKLEY","EQ","28-Jun-2018","        129.35","        128.70","        129.80","        123.25","        125.25","        124.10","        126.46","   16952679","          2143766057.95","      75131","    5482768","         32.34"
"ASHOKLEY","EQ","29-Jun-2018","        124.10","        125.90","        127.20","        124.60","        126.00","        125.80","        125.86","   15460744","          1945956486.60","     108777","    6992350","         45.23"
"ASHOKLEY","EQ","02-Jul-2018","        125.80","        126.80","        129.95","        126.10","        127.30","        127.30","        127.93","   15699848","          2008506020.75","      77684","    2743983","         17.48"
